Chromosome,Start,End,Match_Start,Match_End
NC_003279.8,280851,280975,280965,281089
NC_003279.8,280851,280925,281003,281077
NC_003279.8,280851,280900,281041,281090
NC_003279.8,280851,280975,281154,281278
NC_003279.8,280851,280925,281192,281266
NC_003279.8,280851,280900,281230,281279
NC_003279.8,280876,281050,281103,281277
NC_003279.8,280876,280925,281367,281416
NC_003279.8,280926,281125,281115,281314
NC_003279.8,280951,281075,281102,281226
NC_003279.8,280951,281000,281366,281415
NC_003279.8,281001,281075,281114,281188
NC_003279.8,281026,281075,281101,281150
NC_003279.8,281026,281075,281365,281414
NC_003279.8,281076,281150,281340,281414
NC_003279.8,281101,281225,281139,281263
NC_003279.8,281101,281200,281177,281276
NC_003279.8,281101,281150,281215,281264
NC_003279.8,281176,281225,281364,281413
NC_003279.8,281276,281325,281351,281400
NC_003279.8,281576,281625,281666,281715
NC_003279.8,281576,281625,282056,282105
NC_003279.8,281701,281750,281836,281885
NC_003279.8,326326,326400,326489,326563
NC_003279.8,334701,334775,334941,335015
NC_003279.8,334701,334750,335021,335070
NC_003279.8,334701,334750,335141,335190
NC_003279.8,334926,334975,335006,335055
NC_003279.8,334926,334975,335126,335175
NC_003279.8,335001,335050,335121,335170
NC_003279.8,335351,335425,335463,335537
NC_003279.8,338576,338675,338760,338859
NC_003279.8,338576,338675,340048,340147
NC_003279.8,338626,338675,339178,339227
NC_003279.8,338626,338675,339546,339595
NC_003279.8,338626,338675,339914,339963
NC_003279.8,338626,338675,340834,340883
NC_003279.8,338626,338675,341018,341067
NC_003279.8,338726,338800,338910,338984
NC_003279.8,338726,338800,339094,339168
NC_003279.8,338726,338800,339278,339352
NC_003279.8,338726,338800,339462,339536
NC_003279.8,338726,338800,339646,339720
NC_003279.8,338726,338875,340014,340163
NC_003279.8,338726,338800,340382,340456
NC_003279.8,338726,338800,340566,340640
NC_003279.8,338726,338775,340934,340983
NC_003279.8,338826,338875,339010,339059
NC_003279.8,338826,338875,339194,339243
NC_003279.8,338826,338875,339378,339427
NC_003279.8,338826,338875,339562,339611
NC_003279.8,338826,338875,339746,339795
NC_003279.8,338826,338875,339930,339979
NC_003279.8,338826,338875,340482,340531
NC_003279.8,338826,338875,340666,340715
NC_003279.8,338826,338875,340850,340899
NC_003279.8,338826,338875,341034,341083
NC_003279.8,338901,338975,339085,339159
NC_003279.8,338901,339350,339269,339718
NC_003279.8,338901,338975,339453,339527
NC_003279.8,338901,338975,339637,339711
NC_003279.8,338901,338950,339821,339870
NC_003279.8,338901,338975,340005,340079
NC_003279.8,338901,338975,340373,340447
NC_003279.8,338901,338975,340557,340631
NC_003279.8,338901,338950,340741,340790
NC_003279.8,338901,338950,340925,340974
NC_003279.8,339001,339150,339185,339334
NC_003279.8,339001,339150,339553,339702
NC_003279.8,339001,339125,339737,339861
NC_003279.8,339001,339150,339921,340070
NC_003279.8,339001,339075,340105,340179
NC_003279.8,339001,339050,340289,340338
NC_003279.8,339001,339150,340473,340622
NC_003279.8,339001,339125,340657,340781
NC_003279.8,339001,339150,340841,340990
NC_003279.8,339001,339125,341025,341149
NC_003279.8,339076,339175,340364,340463
NC_003279.8,339101,339150,340205,340254
NC_003279.8,339176,339350,339912,340086
NC_003279.8,339176,339275,340096,340195
NC_003279.8,339176,339325,340832,340981
NC_003279.8,339176,339300,341016,341140
NC_003279.8,339201,339350,339385,339534
NC_003279.8,339201,339300,339753,339852
NC_003279.8,339201,339350,340489,340638
NC_003279.8,339201,339300,340673,340772
NC_003279.8,339251,339350,340355,340454
NC_003279.8,339376,339525,339560,339709
NC_003279.8,339376,339500,339744,339868
NC_003279.8,339376,339525,339928,340077
NC_003279.8,339376,339450,340112,340186
NC_003279.8,339376,339525,340480,340629
NC_003279.8,339376,339500,340664,340788
NC_003279.8,339376,339500,340848,340972
NC_003279.8,339376,339475,341032,341131
NC_003279.8,339426,339550,340346,340470
NC_003279.8,339551,339675,339735,339859
NC_003279.8,339551,339700,339919,340068
NC_003279.8,339551,339650,340103,340202
NC_003279.8,339551,339600,340287,340336
NC_003279.8,339551,339675,340655,340779
NC_003279.8,339551,339700,340839,340988
NC_003279.8,339551,339675,341023,341147
NC_003279.8,339576,340050,340496,340970
NC_003279.8,339626,339700,340362,340436
NC_003279.8,339751,339875,339935,340059
NC_003279.8,339751,339825,340119,340193
NC_003279.8,339751,339875,340487,340611
NC_003279.8,339751,339875,340855,340979
NC_003279.8,339751,339850,341039,341138
NC_003279.8,339801,339875,340353,340427
NC_003279.8,339901,340050,341005,341154
NC_003279.8,339926,340000,340110,340184
NC_003279.8,339926,340075,340478,340627
NC_003279.8,339926,340050,340662,340786
NC_003279.8,339976,340075,340344,340443
NC_003279.8,340101,340200,340837,340936
NC_003279.8,340101,340200,341021,341120
NC_003279.8,340126,340200,340494,340568
NC_003279.8,340126,340200,340678,340752
NC_003279.8,340351,340450,340535,340634
NC_003279.8,340351,340425,340719,340793
NC_003279.8,340351,340425,340903,340977
NC_003279.8,340351,340400,341087,341136
NC_003279.8,340476,340600,340660,340784
NC_003279.8,340476,340600,340844,340968
NC_003279.8,340476,340600,341028,341152
NC_003279.8,340676,340775,340860,340959
NC_003279.8,340676,340775,341044,341143
NC_003279.8,340826,340950,341010,341134
NC_003279.8,354876,354925,355123,355172
NC_003279.8,354901,354950,354939,354988
NC_003279.8,354926,354975,355021,355070
NC_003279.8,354951,355000,355160,355209
NC_003279.8,355026,355075,355159,355208
NC_003279.8,375351,375600,376709,376958
NC_003279.8,375676,375800,377040,377164
NC_003279.8,401151,401200,414995,415044
NC_003279.8,401226,401450,415070,415294
NC_003279.8,401826,401900,415670,415744
NC_003279.8,402526,402600,402624,402698
NC_003279.8,402551,402600,402747,402796
NC_003279.8,402651,402700,402749,402798
NC_003279.8,477876,477925,477973,478022
NC_003279.8,492626,492700,495354,495428
NC_003279.8,560126,560200,560367,560441
NC_003279.8,580626,580675,580789,580838
NC_003279.8,580676,580725,581002,581051
NC_003279.8,580751,580800,580914,580963
NC_003279.8,580851,580900,581014,581063
NC_003279.8,594101,594275,594309,594483
NC_003279.8,594201,594275,594615,594689
NC_003279.8,594426,594475,594632,594681
NC_003279.8,603726,603775,603760,603809
NC_003279.8,609876,610025,610319,610468
NC_003279.8,610001,610050,610112,610161
NC_003279.8,610001,610050,610555,610604
NC_003279.8,610001,610075,610722,610796
NC_003279.8,610001,610075,610833,610907
NC_003279.8,610001,610050,611165,611214
NC_003279.8,610026,610075,610193,610242
NC_003279.8,610026,610075,610636,610685
NC_003279.8,610051,610100,611049,611098
NC_003279.8,610051,610175,611104,611228
NC_003279.8,610101,610300,610544,610743
NC_003279.8,610101,610175,610711,610785
NC_003279.8,610101,610175,610822,610896
NC_003279.8,610201,610300,610477,610576
NC_003279.8,610201,610300,610755,610854
NC_003279.8,610201,610300,610866,610965
NC_003279.8,610201,610250,611087,611136
NC_003279.8,610501,610600,610668,610767
NC_003279.8,610501,610600,610779,610878
NC_003279.8,610501,610575,610890,610964
NC_003279.8,610551,610600,611161,611210
NC_003279.8,610651,610850,610762,610961
NC_003279.8,610651,610750,610873,610972
NC_003279.8,610701,610775,611144,611218
NC_003279.8,610826,610900,611158,611232
NC_003279.8,610926,610975,611147,611196
NC_003279.8,610976,611025,611031,611080
NC_003279.8,611051,611100,611106,611155
NC_003279.8,616726,616900,622592,622766
NC_003279.8,616951,617000,622817,622866
NC_003279.8,617051,617250,617401,617600
NC_003279.8,617051,617175,622918,623042
NC_003279.8,617251,617300,623104,623153
NC_003279.8,617401,617525,622918,623042
NC_003279.8,617651,617700,623323,623372
NC_003279.8,623751,623825,623888,623962
NC_003279.8,624876,624925,629138,629187
NC_003279.8,632401,632450,632783,632832
NC_003279.8,639601,639650,647436,647485
NC_003279.8,650051,650400,650478,650827
NC_003279.8,650051,650475,651176,651600
NC_003279.8,650101,650200,650256,650355
NC_003279.8,650101,650200,650683,650782
NC_003279.8,650101,650200,650954,651053
NC_003279.8,650101,650200,651381,651480
NC_003279.8,650126,650825,650824,651523
NC_003279.8,650251,650350,650523,650622
NC_003279.8,650251,650350,651221,651320
NC_003279.8,650276,650350,650819,650893
NC_003279.8,650526,650625,650681,650780
NC_003279.8,650526,650625,650952,651051
NC_003279.8,650526,650625,651379,651478
NC_003279.8,650551,650825,650822,651096
NC_003279.8,650676,650775,651219,651318
NC_003279.8,650701,650775,650817,650891
NC_003279.8,650826,650900,650981,651055
NC_003279.8,650826,651150,651253,651577
NC_003279.8,650826,650900,651408,651482
NC_003279.8,650951,651050,651223,651322
NC_003279.8,651226,651325,651381,651480
NC_003279.8,655426,655475,662334,662383
NC_003279.8,665226,665300,665652,665726
NC_003279.8,665476,665525,665509,665558
NC_003279.8,669701,669750,669895,669944
NC_003279.8,669701,669850,670024,670173
NC_003279.8,669701,669775,670725,670799
NC_003279.8,669701,669850,671017,671166
NC_003279.8,669701,669750,671661,671710
NC_003279.8,669876,669925,670804,670853
NC_003279.8,669901,669950,670030,670079
NC_003279.8,669901,669950,670731,670780
NC_003279.8,669901,669950,671023,671072
NC_003279.8,669901,669950,671667,671716
NC_003279.8,669951,670000,671170,671219
NC_003279.8,670001,670200,670994,671193
NC_003279.8,670026,670100,670727,670801
NC_003279.8,670026,670075,671663,671712
NC_003279.8,670176,670225,670943,670992
NC_003279.8,670251,670300,670822,670871
NC_003279.8,670501,670700,671341,671540
NC_003279.8,670576,670625,670608,670657
NC_003279.8,670576,670625,671319,671368
NC_003279.8,670576,670625,671448,671497
NC_003279.8,670651,670700,670683,670732
NC_003279.8,670676,670725,671484,671533
NC_003279.8,670701,670750,671219,671268
NC_003279.8,670726,670800,671018,671092
NC_003279.8,670726,670775,671662,671711
NC_003279.8,671001,671050,671227,671276
NC_003279.8,671026,671075,671670,671719
NC_003279.8,671301,671350,671398,671447
NC_003279.8,671426,671475,671458,671507
NC_003279.8,673876,673925,682578,682627
NC_003279.8,678776,678825,678953,679002
NC_003279.8,681001,681050,696282,696331
NC_003279.8,691751,691800,695640,695689
NC_003279.8,692801,692850,692911,692960
NC_003279.8,692851,692900,693115,693164
NC_003279.8,698626,698875,699009,699258
NC_003279.8,698626,698875,699391,699640
NC_003279.8,698901,698950,699284,699333
NC_003279.8,698901,698950,699666,699715
NC_003279.8,699001,699375,699383,699757
NC_003279.8,712401,712450,712751,712800
NC_003279.8,714901,714950,718479,718528
NC_003279.8,724826,724875,724868,724917
NC_003279.8,728426,728600,729719,729893
NC_003279.8,728601,728650,729892,729941
NC_003279.8,733651,733700,736037,736086
NC_003279.8,749276,749450,749308,749482
NC_003279.8,749276,749400,749340,749464
NC_003279.8,749276,749375,749372,749471
NC_003279.8,749276,749350,749404,749478
NC_003279.8,749276,749325,749436,749485
NC_003279.8,749276,749325,749524,749573
NC_003279.8,749276,749325,749556,749605
NC_003279.8,749351,749400,749647,749696
NC_003279.8,749526,749575,749558,749607
NC_003279.8,749551,749600,749647,749696
NC_003279.8,752001,752125,755626,755750
NC_003279.8,759401,759450,759507,759556
NC_003279.8,765726,765775,765756,765805
NC_003279.8,767826,767925,769817,769916
NC_003279.8,767951,768100,770053,770202
NC_003279.8,817501,817550,817623,817672
NC_003279.8,829001,829050,829123,829172
NC_003279.8,829001,829050,829245,829294
NC_003279.8,829076,829175,829198,829297
NC_003279.8,833451,833550,833907,834006
NC_003279.8,833576,833725,834032,834181
NC_003279.8,833751,833900,834207,834356
NC_003279.8,843351,843400,843509,843558
NC_003279.8,844676,844725,844711,844760
NC_003279.8,844876,844925,844948,844997
NC_003279.8,859651,859725,869519,869593
NC_003279.8,860026,860075,869894,869943
NC_003279.8,889451,889500,891814,891863
NC_003279.8,892951,893050,893216,893315
NC_003279.8,893076,893150,893427,893501
NC_003279.8,893076,893150,893713,893787
NC_003279.8,893076,893150,894044,894118
NC_003279.8,893151,893225,893525,893599
NC_003279.8,893151,893225,893811,893885
NC_003279.8,893176,893225,893505,893554
NC_003279.8,893176,893225,893791,893840
NC_003279.8,893301,893350,893610,893659
NC_003279.8,893301,893400,893918,894017
NC_003279.8,893401,893600,893687,893886
NC_003279.8,893426,893500,894043,894117
NC_003279.8,893501,893550,893546,893595
NC_003279.8,893501,893550,893832,893881
NC_003279.8,893551,893600,893792,893841
NC_003279.8,893601,893675,893909,893983
NC_003279.8,893726,893775,894057,894106
NC_003279.8,894201,894250,898679,898728
NC_003279.8,894201,894250,898723,898772
NC_003279.8,894201,894250,898767,898816
NC_003279.8,894201,894250,898811,898860
NC_003279.8,894201,894250,898877,898926
NC_003279.8,898701,898800,898745,898844
NC_003279.8,898701,898750,898789,898838
NC_003279.8,898751,898800,898861,898910
NC_003279.8,898801,898850,898867,898916
NC_003279.8,899751,900100,900114,900463
NC_003279.8,915076,915200,915454,915578
NC_003279.8,915201,915250,915231,915280
NC_003279.8,915201,915250,915573,915622
NC_003279.8,915276,915400,915642,915766
NC_003279.8,923526,923600,923946,924020
NC_003279.8,923576,923700,924356,924480
NC_003279.8,923576,923700,924776,924900
NC_003279.8,923626,923825,924046,924245
NC_003279.8,923651,923700,924512,924561
NC_003279.8,923701,923750,924583,924632
NC_003279.8,923726,923825,924926,925025
NC_003279.8,923776,923825,923836,923885
NC_003279.8,923776,923825,924658,924707
NC_003279.8,923826,923975,924186,924335
NC_003279.8,923826,923875,924966,925015
NC_003279.8,923851,923900,924673,924722
NC_003279.8,923926,923975,924748,924797
NC_003279.8,924051,924100,924411,924460
NC_003279.8,924051,924125,924831,924905
NC_003279.8,924101,924175,924563,924637
NC_003279.8,924201,924250,924663,924712
NC_003279.8,924201,924250,924981,925030
NC_003279.8,924276,924325,924738,924787
NC_003279.8,924376,924425,924457,924506
NC_003279.8,924376,924475,924796,924895
NC_003279.8,924451,924500,924790,924839
NC_003279.8,924551,924600,924869,924918
NC_003279.8,924651,924700,924969,925018
NC_003279.8,933526,933600,933607,933681
NC_003279.8,933576,933625,933684,933733
NC_003279.8,933576,933625,933711,933760
NC_003279.8,933576,933625,933738,933787
NC_003279.8,933576,933625,933819,933868
NC_003279.8,933576,933625,933900,933949
NC_003279.8,933576,933625,933981,934030
NC_003279.8,933576,933625,934008,934057
NC_003279.8,933576,933625,934089,934138
NC_003279.8,933576,933625,934224,934273
NC_003279.8,933576,933625,934305,934354
NC_003279.8,933576,933625,934332,934381
NC_003279.8,933576,933625,934413,934462
NC_003279.8,933576,933625,934494,934543
NC_003279.8,933576,933625,934521,934570
NC_003279.8,933576,933625,934602,934651
NC_003279.8,933576,933625,934683,934732
NC_003279.8,933701,933750,933728,933777
NC_003279.8,933701,933750,933809,933858
NC_003279.8,933701,933750,933890,933939
NC_003279.8,933701,933925,933971,934195
NC_003279.8,933701,933750,933998,934047
NC_003279.8,933701,933750,934079,934128
NC_003279.8,933701,933750,934214,934263
NC_003279.8,933701,933950,934295,934544
NC_003279.8,933701,933750,934322,934371
NC_003279.8,933701,933750,934403,934452
NC_003279.8,933701,933950,934484,934733
NC_003279.8,933701,933750,934511,934560
NC_003279.8,933701,933750,934592,934641
NC_003279.8,933701,933775,934673,934747
NC_003279.8,933701,933750,934700,934749
NC_003279.8,933726,933950,933807,934031
NC_003279.8,933726,933875,933888,934037
NC_003279.8,933726,933775,933969,934018
NC_003279.8,933726,933850,934077,934201
NC_003279.8,933726,933875,934212,934361
NC_003279.8,933726,933775,934293,934342
NC_003279.8,933726,933875,934401,934550
NC_003279.8,933726,933775,934482,934531
NC_003279.8,933726,933875,934590,934739
NC_003279.8,933726,933775,934671,934720
NC_003279.8,933751,933950,934156,934355
NC_003279.8,933826,934000,934015,934189
NC_003279.8,933826,934200,934339,934713
NC_003279.8,933826,934050,934528,934752
NC_003279.8,933851,934200,934175,934524
NC_003279.8,933901,934025,934009,934133
NC_003279.8,933901,934025,934333,934457
NC_003279.8,933901,934025,934522,934646
NC_003279.8,933926,934025,934169,934268
NC_003279.8,933976,934025,934003,934052
NC_003279.8,933976,934025,934327,934376
NC_003279.8,933976,934025,934516,934565
NC_003279.8,933976,934025,934705,934754
NC_003279.8,934001,934100,934082,934181
NC_003279.8,934001,934125,934217,934341
NC_003279.8,934001,934050,934298,934347
NC_003279.8,934001,934125,934406,934530
NC_003279.8,934001,934050,934487,934536
NC_003279.8,934001,934125,934595,934719
NC_003279.8,934001,934050,934676,934725
NC_003279.8,934026,934200,934161,934335
NC_003279.8,934076,934200,934319,934443
NC_003279.8,934076,934200,934508,934632
NC_003279.8,934076,934125,934697,934746
NC_003279.8,934101,934200,934155,934254
NC_003279.8,934176,934275,934257,934356
NC_003279.8,934176,934550,934365,934739
NC_003279.8,934176,934275,934446,934545
NC_003279.8,934176,934375,934554,934753
NC_003279.8,934176,934275,934635,934734
NC_003279.8,934226,934350,934334,934458
NC_003279.8,934226,934350,934523,934647
NC_003279.8,934301,934350,934328,934377
NC_003279.8,934301,934350,934517,934566
NC_003279.8,934326,934450,934407,934531
NC_003279.8,934326,934375,934488,934537
NC_003279.8,934326,934450,934596,934720
NC_003279.8,934326,934375,934677,934726
NC_003279.8,934401,934550,934509,934658
NC_003279.8,934401,934450,934698,934747
NC_003279.8,934501,934550,934528,934577
NC_003279.8,934526,934650,934607,934731
NC_003279.8,934526,934575,934688,934737
NC_003279.8,934676,934725,934703,934752
NC_003279.8,939826,939875,940097,940146
NC_003279.8,942776,943025,942806,943055
NC_003279.8,942776,942975,942836,943035
NC_003279.8,942776,942950,942866,943040
NC_003279.8,942776,942925,942896,943045
NC_003279.8,942776,942900,942926,943050
NC_003279.8,942776,942875,942956,943055
NC_003279.8,942776,942825,942986,943035
NC_003279.8,953901,953950,953952,954001
NC_003279.8,953926,953975,954028,954077
NC_003279.8,958001,958050,958112,958161
NC_003279.8,958151,958225,958235,958309
NC_003279.8,961951,962000,962245,962294
NC_003279.8,961976,962025,962354,962403
NC_003279.8,962001,962050,962085,962134
NC_003279.8,962451,962500,962493,962542
NC_003279.8,967376,967425,983843,983892
NC_003279.8,970651,970700,970838,970887
NC_003279.8,972226,972325,976059,976158
NC_003279.8,972376,972425,976209,976258
NC_003279.8,972501,972750,976334,976583
NC_003279.8,973951,974125,974061,974235
NC_003279.8,973951,974025,974171,974245
NC_003279.8,983851,983900,1001411,1001460
NC_003279.8,1001351,1001400,1017728,1017777
NC_003279.8,1012601,1012650,1013301,1013350
NC_003279.8,1012676,1012800,1012921,1013045
NC_003279.8,1012701,1012775,1012736,1012810
NC_003279.8,1012701,1012875,1012981,1013155
NC_003279.8,1012701,1012775,1013016,1013090
NC_003279.8,1012726,1012800,1012936,1013010
NC_003279.8,1012851,1012900,1012956,1013005
NC_003279.8,1012851,1012900,1012991,1013040
NC_003279.8,1012851,1012900,1013026,1013075
NC_003279.8,1012876,1012925,1013191,1013240
NC_003279.8,1012951,1013050,1012986,1013085
NC_003279.8,1012951,1013000,1013021,1013070
NC_003279.8,1012976,1013025,1013466,1013515
NC_003279.8,1013151,1013200,1013256,1013305
NC_003279.8,1013376,1013425,1013446,1013495
NC_003279.8,1015476,1015525,1017272,1017321
NC_003279.8,1016451,1016500,1018884,1018933
NC_003279.8,1026801,1026925,1026983,1027107
NC_003279.8,1026801,1026925,1027163,1027287
NC_003279.8,1026801,1026925,1027344,1027468
NC_003279.8,1026801,1026925,1027707,1027831
NC_003279.8,1026801,1026925,1027888,1028012
NC_003279.8,1026801,1026975,1028434,1028608
NC_003279.8,1026926,1027000,1028011,1028085
NC_003279.8,1026951,1027100,1027131,1027280
NC_003279.8,1026951,1027100,1027312,1027461
NC_003279.8,1026951,1027000,1027492,1027541
NC_003279.8,1026951,1027100,1027675,1027824
NC_003279.8,1026951,1027100,1027856,1028005
NC_003279.8,1026976,1027100,1028427,1028551
NC_003279.8,1027126,1027275,1027307,1027456
NC_003279.8,1027126,1027175,1027487,1027536
NC_003279.8,1027126,1027275,1027670,1027819
NC_003279.8,1027126,1027275,1027851,1028000
NC_003279.8,1027126,1027175,1028031,1028080
NC_003279.8,1027151,1027275,1028422,1028546
NC_003279.8,1027301,1027350,1027481,1027530
NC_003279.8,1027301,1027450,1027664,1027813
NC_003279.8,1027301,1027450,1027845,1027994
NC_003279.8,1027301,1027350,1028025,1028074
NC_003279.8,1027301,1027350,1028573,1028622
NC_003279.8,1027326,1027450,1028416,1028540
NC_003279.8,1027476,1027600,1028020,1028144
NC_003279.8,1027476,1027525,1028568,1028617
NC_003279.8,1027576,1027625,1028302,1028351
NC_003279.8,1027651,1027825,1027832,1028006
NC_003279.8,1027676,1027825,1028403,1028552
NC_003279.8,1027851,1027900,1028031,1028080
NC_003279.8,1027876,1028000,1028422,1028546
NC_003279.8,1028026,1028075,1028574,1028623
NC_003279.8,1036326,1036375,1037111,1037160
NC_003279.8,1050176,1050225,1065413,1065462
NC_003279.8,1060976,1061050,1061030,1061104
NC_003279.8,1079601,1079700,1082525,1082624
NC_003279.8,1081101,1081250,1081262,1081411
NC_003279.8,1083226,1083300,1083331,1083405
NC_003279.8,1083226,1083300,1083507,1083581
NC_003279.8,1083326,1083425,1083502,1083601
NC_003279.8,1093701,1093775,1093909,1093983
NC_003279.8,1095276,1095325,1099638,1099687
NC_003279.8,1098026,1098075,1098095,1098144
NC_003279.8,1098101,1098150,1098216,1098265
NC_003279.8,1099626,1099675,1116446,1116495
NC_003279.8,1116926,1116975,1117843,1117892
NC_003279.8,1116926,1116975,1117932,1117981
NC_003279.8,1116976,1117050,1117060,1117134
NC_003279.8,1117126,1117175,1117857,1117906
NC_003279.8,1117126,1117200,1118016,1118090
NC_003279.8,1117151,1117200,1117515,1117564
NC_003279.8,1117176,1117225,1117214,1117263
NC_003279.8,1117251,1117425,1117634,1117808
NC_003279.8,1117251,1117375,1118084,1118208
NC_003279.8,1117451,1117500,1117995,1118044
NC_003279.8,1117476,1117525,1117950,1117999
NC_003279.8,1117551,1117600,1117589,1117638
NC_003279.8,1117626,1117750,1118076,1118200
NC_003279.8,1117776,1117825,1118226,1118275
NC_003279.8,1117826,1117900,1117915,1117989
NC_003279.8,1117851,1117925,1118010,1118084
NC_003279.8,1120851,1120975,1121301,1121425
NC_003279.8,1120851,1120975,1122486,1122610
NC_003279.8,1120851,1120975,1123359,1123483
NC_003279.8,1120851,1120975,1124240,1124364
NC_003279.8,1120951,1121075,1123927,1124051
NC_003279.8,1120976,1121050,1121135,1121209
NC_003279.8,1120976,1121025,1121502,1121551
NC_003279.8,1120976,1121025,1122687,1122736
NC_003279.8,1120976,1121050,1123734,1123808
NC_003279.8,1120976,1121050,1123823,1123897
NC_003279.8,1120976,1121075,1124076,1124175
NC_003279.8,1120976,1121025,1124418,1124467
NC_003279.8,1121001,1121050,1121597,1121646
NC_003279.8,1121001,1121050,1121719,1121768
NC_003279.8,1121001,1121050,1121858,1121907
NC_003279.8,1121001,1121050,1121980,1122029
NC_003279.8,1121001,1121075,1122102,1122176
NC_003279.8,1121001,1121075,1122154,1122228
NC_003279.8,1121001,1121075,1122206,1122280
NC_003279.8,1121001,1121050,1122258,1122307
NC_003279.8,1121001,1121050,1122869,1122918
NC_003279.8,1121001,1121050,1122991,1123040
NC_003279.8,1121001,1121050,1123236,1123285
NC_003279.8,1121001,1121075,1123530,1123604
NC_003279.8,1121026,1121075,1121570,1121619
NC_003279.8,1121026,1121075,1121692,1121741
NC_003279.8,1121026,1121075,1121953,1122002
NC_003279.8,1121026,1121075,1122353,1122402
NC_003279.8,1121026,1121075,1122755,1122804
NC_003279.8,1121026,1121075,1122964,1123013
NC_003279.8,1121026,1121075,1123086,1123135
NC_003279.8,1121026,1121075,1123156,1123205
NC_003279.8,1121026,1121075,1123625,1123674
NC_003279.8,1121076,1121150,1121165,1121239
NC_003279.8,1121076,1121225,1123764,1123913
NC_003279.8,1121076,1121150,1123853,1123927
NC_003279.8,1121101,1121225,1123700,1123824
NC_003279.8,1121126,1121200,1124067,1124141
NC_003279.8,1121151,1121200,1123968,1124017
NC_003279.8,1121176,1121225,1121839,1121888
NC_003279.8,1121176,1121225,1122850,1122899
NC_003279.8,1121176,1121225,1123217,1123266
NC_003279.8,1121176,1121225,1123686,1123735
NC_003279.8,1121201,1121450,1122386,1122635
NC_003279.8,1121226,1121450,1123284,1123508
NC_003279.8,1121251,1121425,1124190,1124364
NC_003279.8,1121426,1121475,1121464,1121513
NC_003279.8,1121451,1121500,1122617,1122666
NC_003279.8,1121451,1121500,1122655,1122704
NC_003279.8,1121451,1121500,1123490,1123539
NC_003279.8,1121501,1121550,1122686,1122735
NC_003279.8,1121501,1121550,1123951,1124000
NC_003279.8,1121501,1121550,1124417,1124466
NC_003279.8,1121551,1121625,1122108,1122182
NC_003279.8,1121551,1121625,1122160,1122234
NC_003279.8,1121551,1121725,1122212,1122386
NC_003279.8,1121551,1121625,1123536,1123610
NC_003279.8,1121551,1121625,1123983,1124057
NC_003279.8,1121551,1121600,1124107,1124156
NC_003279.8,1121576,1121725,1121698,1121847
NC_003279.8,1121576,1121675,1121959,1122058
NC_003279.8,1121576,1121625,1122359,1122408
NC_003279.8,1121576,1121625,1122761,1122810
NC_003279.8,1121576,1121725,1122970,1123119
NC_003279.8,1121576,1121625,1123092,1123141
NC_003279.8,1121576,1121625,1123162,1123211
NC_003279.8,1121576,1121625,1123631,1123680
NC_003279.8,1121601,1121800,1121862,1122061
NC_003279.8,1121601,1121850,1122873,1123122
NC_003279.8,1121651,1121725,1122714,1122788
NC_003279.8,1121651,1121725,1122784,1122858
NC_003279.8,1121651,1121725,1123115,1123189
NC_003279.8,1121651,1121700,1123185,1123234
NC_003279.8,1121651,1121725,1123584,1123658
NC_003279.8,1121651,1121700,1123654,1123703
NC_003279.8,1121676,1121750,1122111,1122185
